Module,Feature,User Story,Acceptance Criteria / Expected Behaviour,Data Elements for Listing / Form,Engineer ,Engineer timeline due date,business timeline Due date,Validator,Result - fail or pass,fail comments,QA RETESTING RESULT,PM Validation,DEMO VALIDATION
Waya Officials,Transfer Interceptor,"As an admin, I want to create and manage transfer interception rules so that high-risk or sensitive transfers can be verified before completion.","Admin can click Create Rule to configure interception rules. Rule types include SMS OTP Verification, Transfer Time Restriction, Facial Recognition Check, and Admin Approval Required. Admin can define amount threshold, start date, and end date for each rule. Admin can edit, delete, and view the status of each rule. System displays a dashboard listing all configured rules with their active status.","Rule ID, Rule Type, Amount Threshold, Start Date, End Date, Status, Created By",Kelvin,"24th June, 2026",10th April,Tolu,,,,,
Waya Officials,Query Email,"As an admin, I want to monitor email query processing so that I can track successful and failed email updates.","Dashboard displays total success, total failed, and total skipped email requests. Admin can view records containing User ID and New Email. System displays email processing status (Success, Failed, Skipped). Admin can filter records, search, and export the report.","User ID, New Email, Status (Success/Failed/Skipped), Created Date",Kelvin,"24th June, 2026",10th April,Tolu,,Failed with 404 error,,,
Waya Officials,KYC Settings,"As an admin, I want to configure KYC tiers so that transaction limits and verification levels can be controlled.","Dashboard displays all KYC tiers, including tier name, transaction limit, one-time transaction limit, description, and actions. Admin can edit and configure tier limits and descriptions. Changes apply to the customer KYC framework.","Tier Name, Transaction Limit, One-time Limit, Description, Status",Kelvin,"24th June, 2026",10th April,Tolu,,,,,
Waya Officials,Fees Settings,"As an admin, I want to configure platform service fees so that transaction charges are applied correctly.",Admin can define and update service fees across products and transactions. Fees are automatically applied during transactions. Admin can also toggle loan feature availability ON or OFF for Android and iOS platforms.,"Fee Type, Product, Amount, Platform (Android/iOS), Loan Feature Toggle, Status",Kelvin,"24th June, 2026",10th April,Tolu,,"API request of fees success but it fails to show on the front end
https://servicesv3.staging.wayabank.ng/transaction-payment/api/v1/transactions/fees",,,
,,,,,,,,,,,,,
Settings,Password Management,"As an admin, I want to configure password rules so that the system enforces strong authentication policies.","Admin can configure password requirements such as minimum length, character requirements, expiration period, and reset rules. Changes apply to all users during login and password updates.","Minimum Length, Password Complexity Rules, Expiry Period, Status",Kelvin,"24th June, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,API Key Management,"As an admin, I want to manage API keys so that external systems can securely integrate with the platform.","Admin can create, regenerate, disable, or revoke API keys. System records the creation date and status of each key.","API Key Name, Key Value, Status, Created Date",Kelvin,"24th June, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,Mobile Configuration,"As an admin, I want to configure mobile application parameters so that mobile app behavior can be controlled centrally.","Admin can enable or disable mobile features, configure environment settings, and apply configuration updates for Android and iOS applications.","Platform (Android/iOS), Feature Name, Status",Kelvin,"10th July, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,Account Number Configuration,"As an admin, I want to configure account number generation rules so that new accounts follow a consistent numbering format.","Admin can define account number prefix, length, and generation pattern. System automatically generates account numbers based on the configured rule.","Account Prefix, Number Length, Generation Rule",Kelvin,"10th July, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,CBA Settings,"As an admin, I want to configure core banking application settings so that system-wide financial operations are properly controlled.",Admin can update system parameters that control the behavior of the core banking environment. Changes are applied globally.,"Parameter Name, Value, Description",Kelvin,"10th July, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,Default Values,"As an admin, I want to configure default system values so that frequently used settings are automatically applied during operations.",Admin can define default values for system fields and operational parameters. These defaults are applied automatically when new records are created.,"Setting Name, Default Value, Description",Kelvin,"10th July, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,Webhook Configuration,"As an admin, I want to configure webhook endpoints so that external systems can receive transaction notifications.","Admin can add, edit, or remove webhook URLs. System sends event notifications to configured endpoints for supported activities such as transactions and account events.","Webhook URL, Event Type, Status",Kelvin,"10th July, 2026",10th April,Tolu,,Not yet implemented ,,,
Settings,App Settings,"As an admin, I want to manage application-level settings so that platform behavior can be controlled globally.",Admin can configure system-level settings affecting the web and mobile applications. Changes apply immediately or after system refresh.,"Setting Name, Value, Status",Kelvin,"10th July, 2026",10th April,Tolu,,Only Loan setting is currently implemented,,,
Settings,OTP Management,"As an admin, I want to configure OTP parameters so that secure authentication can be enforced across the platform.","Admin can configure OTP expiry time, retry limits, and delivery channels (SMS, Email). System applies these settings during authentication and transaction verification.","OTP Expiry Time, Retry Limit, Delivery Channel",Kelvin,"10th July, 2026",10th April,Tolu,,It has  been impolementes but Fail to reset OTP,,,
Settings,Vendor Configuration,"As an admin, I want to manage third-party vendor configurations so that integrations with external service providers function correctly.","Admin can add, update, or disable vendor configurations. Vendor credentials and integration parameters are stored securely.","Vendor Name, API Endpoint, Status, Integration Key",Kelvin,"10th July, 2026",10th April,Tolu,,Admin can only update and disable  vendor configuration but can't add vendor configuration.  ,,,
,,,,,,,,,,,,,
Payment Services,Funds Transfer,"As an admin, I want to monitor and manage fund transfers so that transaction activity across the platform can be tracked.","System displays transfer records including sender, receiver, amount, and status. Admin can search, filter by date, and export transaction data.","Transaction ID, Sender Account, Receiver Account, Amount, Status, Date",Kelvin,"20th July, 2026",12th April,Tolu,,,,,
Payment Services,NIP Enquiry,"As an admin, I want to perform NIP account enquiries so that beneficiary details can be verified before a transfer is executed.",Admin enters destination bank and account number. System retrieves and displays the beneficiary name from the NIP service.,"Bank Name, Account Number, Account Name",Kelvin,"20th July, 2026",12th April,Tolu,,,,,
Payment Services,Batch Journal,"As an admin, I want to process batch journal entries so that multiple accounting entries can be recorded at once.",Admin uploads or creates a batch journal entry. System validates entries and posts them to the appropriate ledger accounts.,"Batch ID, Debit Account, Credit Account, Amount, Status",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,Journal,"As an admin, I want to create manual journal entries so that financial adjustments can be recorded in the system.",Admin enters debit and credit account details and submits the journal entry. System validates and posts the transaction.,"Journal ID, Debit Account, Credit Account, Amount, Date",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,Card Services,"As an admin, I want to monitor card-related transactions so that card usage across the platform can be tracked.","System displays card transaction records with filters, search capability, and export functionality.","Card Number, Transaction ID, Amount, Status, Date",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,Overdraft,"As an admin, I want to manage overdraft transactions so that accounts with insufficient balances can be handled according to policy.",System records overdraft usage and displays overdraft transactions. Admin can view details and track repayment status.,"Account Number, Overdraft Amount, Status, Date",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,NIP Outward Transactions,"As an admin, I want to view NIP outward transfer records so that external bank transfers can be monitored.","System displays all outward NIP transactions with search, filtering, and export capability.","Transaction ID, Sender Account, Destination Bank, Amount, Status",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,Easypay Outward Transaction,"As an admin, I want to monitor Easypay outward transactions so that payments processed through Easypay can be tracked.",System displays Easypay transaction records with filters and export functionality.,"Transaction ID, Beneficiary, Amount, Status",Kelvin,"20th July, 2026",12th April,Tolu,,Not yet implemented ,,,
Payment Services,Bills Payment,"As an admin, I want to monitor bill payment transactions so that payment activity across service providers can be tracked.","System displays bill payment transactions with search, filter, and export options.","Transaction ID, Biller Name, Amount, Status",Kelvin,"20th July, 2026",12th April,Tolu,,"System displays bill payment transactions but no search, filter, and export options.",,,
Payment Services,Product Transaction,"As an admin, I want to view product-related transactions so that performance of platform products can be monitored.","System displays product transaction records including associated product, transaction amount, and status.","Product Name, Transaction ID, Amount, Status",Kelvin,"20th July, 2026",12th April,Tolu,,No Transaction Found,,,
Payment Services,Product Pricing,"As an admin, I want to configure pricing for products so that service charges can be applied correctly.",Admin can define pricing rules for different products and update existing pricing configurations.,"Product Name, Price, Effective Date",Kelvin,"20th July, 2026",12th April,Tolu,,,,,
Payment Services,Commissions,"As an admin, I want to configure and track commission structures so that revenue from transactions can be calculated correctly.",Admin can define commission rules and view commission records generated from transactions.,"Commission Type, Amount, Transaction ID",Kelvin,"20th July, 2026",12th April,Tolu,,Failed to fetch commissions.,,,
Payment Services,NIP Inward Reconciliation,"As an admin, I want to reconcile inbound NIP transactions so that discrepancies between incoming payments and system records can be resolved.",System displays inward NIP transactions and reconciliation status. Admin can review and reconcile mismatched transactions.,"Transaction ID, Source Bank, Amount, Status",Kelvin,"21st July, 2026",12th April,Tolu,,,,,
Payment Services,All Transactions,"As an admin, I want to view all platform transactions so that I can monitor overall financial activity.","System displays a consolidated transaction dashboard with filters, search, and export capability across all transaction types.","Transaction ID, Product Type, Amount, Status, Date",Kelvin,"21st July, 2026",12th April,Tolu,,,,,
,,,,,Kelvin,,12th April,,,,,,
POS,Create POS Terminal Request (Maker),"As an admin initiator (maker), I want to submit a POS terminal request for a merchant so that a terminal can be issued after approval.",Maker selects merchant and submits request. Request status becomes Pending Approval and is sent to the approval queue. Maker cannot approve their own request.,"choose terminal, select Merchant , delivery address, terminal password, terminal pin, account to debit, account to assign terminal to",Awesome ,,30th March,Chioma,,,,,
POS,Review POS Terminal Request (Checker),"As an admin approver (checker), I want to review POS terminal requests so that only valid requests proceed to terminal issuance.",Checker opens request from approval queue and reviews merchant and request details before taking action.,"Request ID, Merchant Name, Email, Phone Number, Request Date",Awesome ,,30th March,Chioma,,,,,
POS,Approve / Reject POS Request (Checker),"As an admin approver, I want to approve or reject POS terminal requests so that only valid requests proceed to terminal creation.","Checker can approve or reject request. If rejected, reason must be provided. System records approval or rejection details.","Request ID, Status, Approved/Rejected By, Approval/Rejection Date, Remarks",Awesome ,,30th March,Chioma,,,,,
POS,Create Terminal Type,"As an admin, I want to create POS terminal types so that terminals can be categorized by device type.","Admin creates terminal types (e.g., Android POS, Smart POS). System stores terminal type for terminal creation.","Terminal Type Name, Description, Status",Awesome ,,30th March,Chioma,,,,,
POS,Add POS Terminal,"As an admin, I want to add POS terminals to the system so that they can later be issued to merchants.","Admin enters terminal ID, serial number, and terminal type. Terminal becomes available for assignment.","Terminal ID, Serial Number, Terminal Type, Status",Awesome ,,30th March,Chioma,,,,,
POS,Assign / Issue Terminal,"As an admin, I want to assign a POS terminal to a merchant so that the merchant can begin accepting payments.",Admin selects available terminal and assigns it to a merchant. Terminal status changes to Assigned.,"Terminal ID, Serial Number, Merchant Name, Email, Phone Number",Awesome ,,30th March,Chioma,,,,,
POS,Terminal Dashboard,"As an admin, I want to view a dashboard showing all assigned POS terminals so that I can monitor terminal distribution.","System displays terminals assigned to merchants. Admin can search, filter, and export the list.","Terminal ID, Serial Number, Merchant Name, Email, Phone Number, Status",Awesome ,,30th March,Chioma,,,,,
POS,Edit Terminal,"As an admin, I want to edit terminal details so that incorrect information can be corrected.",Admin updates terminal information such as terminal type or merchant details. System saves updated information.,"Terminal ID, Serial Number, Merchant Name, Terminal Type",Awesome ,,30th March,Chioma,,,,,
POS,Reassign Terminal,"As an admin, I want to reassign terminals to another merchant so that unused terminals can be reused.",Admin selects terminal and changes merchant assignment. System logs reassignment activity.,"Terminal ID, Old Merchant, New Merchant, Reassignment Date",Awesome ,,30th March,Chioma,,,,,
POS,Deactivate Terminal,"As an admin, I want to deactivate a terminal so that it cannot process transactions when required.",Admin marks terminal as inactive. Deactivated terminals cannot process transactions.,"Terminal ID, Serial Number, Status",Awesome ,,30th March,Chioma,,,,,
POS,Delete Terminal,"As an admin, I want to delete terminals so that unused terminals can be removed from the system.",Admin deletes terminal records that are not currently assigned or active.,"Terminal ID, Serial Number",Awesome ,,30th March,Chioma,,,,,
POS,Search Terminal,"As an admin, I want to search terminals using Terminal ID or Serial Number so that I can quickly locate terminal records.",System allows search by terminal ID or serial number and displays matching records.,"Terminal ID, Serial Number",Awesome ,3rd April,30th March,Chioma,,The terminal is not bringing up the searched request,,,
POS,Filter & Export Terminals,"As an admin, I want to filter and export terminal records so that I can analyze terminal distribution offline.","Admin can filter by merchant, status, or date range. System allows export of results to Excel.","Terminal ID, Serial Number, Merchant Name, Status, Date",Awesome ,,30th March,Chioma,,,,,
POS,POS Transactions,"As an admin, I want to monitor POS transactions so that payment activity from POS devices can be tracked.","System displays POS transactions with filters, search, and export options.","Transaction ID, Terminal ID, Merchant Name, Amount, Status, Date",Awesome ,,30th March,Chioma,,,,,
POS,Manage Merchants,"As an admin, I want to manage merchants linked to POS terminals so that merchant profiles and device assignments are maintained.","Admin can create, edit, and view merchant profiles associated with POS terminals.","Merchant ID, Merchant Name, Email, Phone Number, Status",Awesome ,,30th March,Chioma,,,,,
POS,Defaulters Log,"As an admin, I want to view merchants flagged as defaulters so that risk or settlement issues can be monitored.",System lists merchants or terminals flagged due to settlement or compliance issues. Admin can filter and export records.,"Merchant Name, Terminal ID, Default Reason, Status, Date",Awesome ,,30th March,Chioma,,,,,
POS,POS Logs,"As an admin, I want to view POS activity logs so that system actions related to terminals and transactions can be tracked.","System records and displays logs for terminal creation, assignment, updates, and transactions.","Log ID, Action, Performed By, Timestamp",Awesome ,,30th March,Chioma,,,,,
POS,Aggregator Dashboard,"As an admin, I want to view an aggregator dashboard so that I can monitor POS performance across aggregators.","Dashboard displays aggregator transaction metrics including total transactions, transaction volume, success rate, and revenue.","Aggregator Name, Total Transactions, Transaction Volume, Success Rate, Revenue",Awesome ,,30th March,Chioma,,,,,
